Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
1,8192,187.400006,-1.0482,0.1852,0.3857,1517.47,0.0
2,16384,178.144802,0.9159,0.1225,0.3279,1003.60,0.0
3,24576,178.776477,0.5332,0.1196,0.3409,979.70,0.0
4,32768,181.824547,0.7268,0.1102,0.3365,902.70,0.0
5,40960,179.730056,-0.0374,0.0836,0.2870,684.70,0.0
6,49152,194.905709,0.2029,0.1169,0.3415,957.30,0.0
7,57344,190.190171,0.5548,0.1374,0.3564,1125.80,0.0
8,65536,195.765833,0.3535,0.1672,0.3924,1369.85,0.0
9,73728,188.862713,0.3595,0.1651,0.3980,1352.80,0.0
10,81920,198.977465,0.7298,0.1393,0.3703,1141.38,0.0
11,90112,191.309454,0.7894,0.1888,0.4178,1546.38,0.0
12,98304,197.168353,0.5388,0.1692,0.4077,1386.35,0.0
13,106496,190.155325,0.3612,0.2265,0.4358,1855.88,0.0
14,114688,195.923258,0.6663,0.2558,0.4502,2095.18,0.0
15,122880,189.202122,0.6588,0.2446,0.4767,2003.98,0.0
16,131072,191.164644,1.0999,0.2900,0.5090,2375.52,0.0
17,139264,193.118731,0.8457,0.2810,0.5199,2302.18,0.0
18,147456,188.617594,0.9706,0.3204,0.5008,2624.40,0.0
19,155648,196.204515,0.9203,0.3203,0.5437,2623.73,0.0
20,163840,189.432046,1.0371,0.3503,0.5240,2869.75,0.0
21,172032,195.089772,1.7438,0.3316,0.5361,2716.65,0.0
22,180224,187.648533,0.8625,0.3212,0.5294,2630.95,0.0
23,188416,193.974452,0.5371,0.3526,0.5486,2888.58,0.0
24,196608,185.581548,0.8607,0.3715,0.5522,3043.65,0.0
25,204800,193.192724,1.4845,0.3524,0.5472,2886.65,0.0
26,212992,187.955420,0.5615,0.3652,0.5586,2991.99,1.375
27,221184,191.962236,1.1595,0.3403,0.5538,2787.35,0.0
28,229376,183.556518,1.3119,0.3569,0.5390,2923.58,0.0
29,237568,192.091936,1.2200,0.3343,0.5302,2738.19,1.375
30,245760,182.942034,0.9279,0.3535,0.5628,2895.80,1.375
31,253952,188.324865,0.7233,0.3692,0.5471,3024.78,0.0
32,262144,185.968706,0.9702,0.3693,0.5459,3024.90,0.0
33,270336,183.539330,0.7562,0.3738,0.5868,3061.98,0.0
34,278528,189.963242,0.6677,0.3663,0.5444,3000.77,0.0
35,286720,184.019844,1.1013,0.3759,0.5575,3079.44,1.375
36,294912,191.285838,1.3593,0.3783,0.5679,3099.18,0.0
37,303104,184.359387,1.1827,0.3701,0.5795,3031.70,0.0
38,311296,189.424609,1.3600,0.3854,0.5953,3156.83,0.0
39,319488,181.713622,1.4704,0.3816,0.5729,3126.02,0.0
40,327680,189.364504,0.8928,0.4087,0.5752,3347.85,0.0
41,335872,182.712353,1.0832,0.3927,0.5839,3216.82,0.0
42,344064,188.981721,1.2107,0.4149,0.5691,3398.82,2.625
43,352256,185.333871,1.2520,0.3716,0.5510,3043.95,0.0
44,360448,187.057919,0.7434,0.3838,0.5722,3143.70,1.375
45,368640,188.357168,0.7638,0.4037,0.5654,3306.93,0.0
46,376832,177.109079,1.1740,0.3591,0.5899,2942.12,1.375
47,385024,179.505835,1.3249,0.4010,0.5575,3284.62,0.0
48,393216,178.214364,0.9867,0.4308,0.5675,3528.77,0.0
49,401408,182.356138,1.6143,0.3887,0.5773,3184.12,0.0
50,409600,183.323817,1.0716,0.4085,0.5669,3346.50,0.0
51,417792,192.315583,0.7172,0.4245,0.5799,3477.43,0.0
52,425984,182.160546,1.0824,0.4042,0.5829,3311.00,1.3125
53,434176,194.354110,1.4004,0.3889,0.5593,3185.58,1.375
54,442368,182.358761,1.1032,0.3728,0.5668,3054.06,1.375
55,450560,185.156558,0.7264,0.4566,0.5704,3740.38,0.0
56,458752,190.057619,1.4774,0.4331,0.5497,3548.02,2.75
57,466944,187.710866,0.9575,0.4060,0.5564,3326.26,1.3125
