Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
93,761856,185.875108,0.9131,0.3839,0.5381,3144.88,1.3125
94,770048,191.119369,0.5468,0.4271,0.5509,3498.42,1.375
95,778240,185.354896,0.6578,0.5133,0.5456,4205.29,2.75
96,786432,191.053365,1.0320,0.4316,0.5416,3535.84,2.6875
97,794624,186.185387,0.9700,0.4717,0.5643,3863.77,4.0625
98,802816,190.532838,0.5583,0.5348,0.5466,4381.06,0.0
99,811008,190.524152,1.2536,0.4887,0.5877,4003.80,1.3125
100,819200,194.508847,0.5827,0.5360,0.5546,4390.67,4.0625
101,827392,187.935873,0.8629,0.4960,0.5513,4063.61,1.375
102,835584,194.220562,0.8997,0.4737,0.5698,3880.65,1.3125
103,843776,186.894142,0.6800,0.4861,0.5378,3982.01,5.5
104,851968,198.704337,0.9218,0.4592,0.5434,3761.68,0.0
105,860160,194.577157,0.7302,0.4148,0.5004,3397.74,6.8125
106,868352,197.960763,0.7798,0.3827,0.5313,3134.77,2.6875
107,876544,186.906003,0.5309,0.3917,0.5156,3208.66,4.0625
108,884736,199.227707,0.8905,0.4168,0.5389,3414.39,4.0625
109,892928,186.215584,0.7676,0.4509,0.5519,3693.65,1.375
110,901120,192.428027,0.7320,0.5028,0.5466,4118.65,2.75
111,909312,191.708684,0.6533,0.4483,0.5185,3672.61,4.0
112,917504,183.550323,0.4228,0.4000,0.5084,3276.62,5.375
113,925696,193.068994,0.9701,0.4783,0.5327,3918.60,4.0625
114,933888,190.941755,0.7208,0.4738,0.5335,3880.96,4.125
115,942080,192.000779,0.8375,0.5243,0.5392,4294.81,2.75
116,950272,186.195265,0.8301,0.5037,0.5319,4126.27,6.75
117,958464,194.485878,0.7332,0.5213,0.5472,4270.74,1.375
118,966656,188.017575,0.8562,0.4434,0.5016,3632.06,9.5625
119,974848,193.061654,0.6229,0.4960,0.5436,4062.99,1.375
120,983040,188.256350,0.5844,0.4961,0.5279,4064.19,4.125
121,991232,193.057110,0.8862,0.5265,0.5386,4312.98,3.9375
122,999424,186.051437,0.8337,0.4460,0.5377,3653.77,4.0625
123,1007616,197.814030,0.7311,0.5417,0.5359,4437.40,5.4375
124,1015808,197.302057,0.3776,0.4854,0.5251,3976.17,4.375
125,1024000,200.408364,0.5578,0.4559,0.5014,3734.46,8.0
126,1032192,193.380106,0.9030,0.4932,0.5312,4040.43,4.0625
127,1040384,185.142449,0.6780,0.5046,0.5325,4133.59,5.375
128,1048576,194.000046,0.6459,0.4824,0.5351,3951.69,4.0
129,1056768,187.701851,0.8122,0.5120,0.5496,4194.65,5.1875
130,1064960,193.107050,0.4227,0.4796,0.5186,3928.79,5.8125
131,1073152,189.274337,0.7313,0.3993,0.4962,3271.33,12.375
132,1081344,190.753515,0.5745,0.4925,0.5291,4034.41,4.0625
133,1089536,185.847688,0.4090,0.4644,0.5299,3804.09,8.0625
134,1097728,192.432287,0.7419,0.4694,0.5529,3845.01,2.75
135,1105920,184.246733,0.7480,0.5518,0.5247,4520.17,6.625
136,1114112,197.306417,0.7463,0.4264,0.5136,3492.74,6.8125
137,1122304,189.386521,1.0316,0.4719,0.5405,3866.12,4.0
138,1130496,194.900980,0.7926,0.5211,0.5174,4268.59,6.6875
139,1138688,185.142215,0.7813,0.3961,0.5106,3244.50,8.1875
140,1146880,196.182168,0.6544,0.5596,0.5507,4584.48,1.375
141,1155072,184.742304,0.9598,0.4688,0.5301,3840.59,8.1875
142,1163264,187.245153,0.8785,0.4812,0.5161,3941.88,7.875
143,1171456,188.931475,0.6746,0.4914,0.5305,4025.92,4.25
144,1179648,186.330545,0.9061,0.4698,0.5547,3848.35,3.9375
145,1187840,193.371210,0.6322,0.5681,0.5218,4653.78,8.25
146,1196032,188.179405,0.8992,0.3828,0.5125,3136.17,6.8125
147,1204224,192.417108,0.8317,0.5175,0.5328,4239.42,6.75
148,1212416,188.020019,0.8636,0.4325,0.5289,3543.28,2.75
149,1220608,196.903105,0.6515,0.5390,0.5128,4415.45,8.0625
150,1228800,188.766993,0.8151,0.3754,0.4972,3074.96,9.4375
151,1236992,194.974395,0.5559,0.5124,0.5377,4197.55,6.8125
152,1245184,186.708842,0.6984,0.4903,0.5035,4016.60,6.75
153,1253376,192.955752,0.4973,0.4182,0.5214,3425.60,9.4375
154,1261568,186.201490,0.8998,0.4980,0.5405,4079.73,8.0625
155,1269760,191.184072,0.7253,0.4413,0.5227,3614.80,5.375
156,1277952,189.866011,0.6181,0.5047,0.5317,4134.56,6.6875
157,1286144,187.956842,0.7119,0.4737,0.5263,3880.57,8.0625
158,1294336,194.011446,0.8963,0.4858,0.5514,3979.90,1.375
159,1302528,185.915013,0.4228,0.5431,0.5370,4449.21,6.8125
160,1310720,191.432899,0.8119,0.4471,0.5245,3662.79,8.1875
161,1318912,184.578436,0.9809,0.4410,0.5169,3612.44,8.3125
162,1327104,193.978697,0.6179,0.4855,0.5571,3976.82,3.875
163,1335296,187.443244,0.8098,0.5160,0.5011,4226.76,9.75
164,1343488,195.777886,0.8912,0.4031,0.5309,3302.01,6.0
165,1351680,187.516436,0.9804,0.4675,0.5360,3830.04,8.4375
166,1359872,197.024262,0.7591,0.4306,0.5373,3527.24,6.8125
167,1368064,189.804836,0.5120,0.5322,0.5072,4359.84,9.75
168,1376256,192.819700,0.5626,0.3808,0.4846,3119.16,7.875
169,1384448,184.731604,0.5267,0.4702,0.4994,3851.86,14.0
170,1392640,190.980143,0.7144,0.3809,0.5244,3119.99,6.3125
171,1400832,188.755786,0.8588,0.4914,0.5297,4025.72,9.4375
172,1409024,188.225568,0.8341,0.4933,0.5311,4040.73,5.25
173,1417216,188.437773,0.5944,0.3866,0.4880,3167.14,12.3125
174,1425408,186.757534,0.8400,0.5258,0.5535,4307.75,2.75
