Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
319,1306624,92.119431,0.6334,0.5226,0.5318,2140.65,5.5
320,1310720,91.581507,0.5369,0.4361,0.5272,1786.24,5.375
321,1314816,91.854433,0.6574,0.4529,0.5526,1855.15,5.5
322,1318912,92.206363,0.8352,0.5910,0.5439,2420.55,2.75
323,1323008,92.292542,0.7520,0.4851,0.5177,1986.77,5.375
324,1327104,92.593088,0.7083,0.4628,0.5129,1895.81,8.125
325,1331200,91.322315,0.5213,0.5030,0.5227,2060.14,5.5
326,1335296,91.368518,0.8656,0.3756,0.4977,1538.39,8.25
327,1339392,94.102065,0.6157,0.5424,0.5440,2221.86,5.375
328,1343488,98.592576,0.6763,0.4149,0.5102,1699.26,10.875
329,1347584,97.704667,0.5186,0.4631,0.5317,1896.97,8.125
330,1351680,98.092740,0.5359,0.5348,0.5501,2190.50,2.625
331,1355776,98.080005,0.8269,0.5099,0.5307,2088.57,6.125
332,1359872,97.792548,0.4252,0.4384,0.5311,1795.80,7.5
333,1363968,95.440296,0.9455,0.4941,0.5234,2023.90,8.0
334,1368064,97.562468,0.3518,0.4361,0.5418,1786.24,5.375
335,1372160,97.552303,0.7190,0.5658,0.5511,2317.61,2.625
336,1376256,98.589452,0.6318,0.4831,0.5299,1978.60,10.625
337,1380352,97.530572,0.5471,0.5036,0.4967,2062.75,8.25
338,1384448,93.845486,0.4429,0.3973,0.5279,1627.15,8.25
339,1388544,91.185393,0.6699,0.5236,0.4873,2144.56,13.5
340,1392640,92.610242,0.9053,0.4011,0.5348,1642.94,2.625
341,1396736,91.623944,0.2948,0.5412,0.5210,2216.60,12.0
342,1400832,91.186331,0.5689,0.4218,0.5014,1727.76,4.125
343,1404928,91.283110,0.5882,0.5161,0.5146,2114.06,13.625
344,1409024,91.712137,0.5370,0.3836,0.4821,1571.18,8.25
345,1413120,90.775787,0.6745,0.4659,0.5404,1908.40,0.0
346,1417216,91.553441,0.4101,0.4416,0.4681,1808.93,19.125
347,1421312,90.860190,0.8260,0.4378,0.5300,1793.31,0.0
348,1425408,91.783221,0.4677,0.5067,0.4966,2075.57,11.0
349,1429504,91.548078,0.9723,0.3811,0.5216,1561.05,7.875
350,1433600,92.111137,0.5894,0.4962,0.5119,2032.57,10.875
351,1437696,96.699961,0.4414,0.4954,0.5137,2029.32,2.75
352,1441792,97.192379,0.6687,0.4291,0.4938,1757.76,11.0
353,1445888,98.420966,0.6215,0.4491,0.5289,1839.54,8.375
354,1449984,98.350409,0.7166,0.5124,0.5296,2098.83,7.875
355,1454080,92.639349,0.5837,0.5131,0.5178,2101.60,5.375
356,1458176,91.865671,0.6057,0.4997,0.5324,2046.64,8.25
357,1462272,91.322119,1.0255,0.4673,0.5244,1913.89,2.75
358,1466368,91.368438,0.5002,0.5409,0.5483,2215.65,8.125
359,1470464,91.447546,0.4849,0.5160,0.5158,2113.49,5.375
360,1474560,95.171805,0.2658,0.4165,0.4760,1705.81,13.625
361,1478656,99.618424,1.0440,0.5570,0.5447,2281.43,2.75
362,1482752,98.662394,0.6966,0.4850,0.5085,1986.40,8.25
363,1486848,98.030210,0.4985,0.4869,0.4956,1994.39,11.0
364,1490944,96.537798,0.3766,0.4402,0.5234,1802.94,8.25
365,1495040,92.498510,0.4571,0.4624,0.5049,1893.92,8.25
366,1499136,91.279557,0.7556,0.4298,0.5316,1760.30,5.25
367,1503232,96.091577,0.6018,0.4291,0.5108,1757.44,5.5
368,1507328,98.066172,0.7223,0.4413,0.5295,1807.68,5.5
369,1511424,97.946898,0.7334,0.5019,0.5123,2055.65,8.125
370,1515520,97.441705,0.1467,0.4091,0.4937,1675.51,10.875
371,1519616,95.102677,0.4780,0.4865,0.5042,1992.81,10.875
372,1523712,92.926370,0.7080,0.4298,0.4933,1760.40,8.125
373,1527808,92.141221,0.6227,0.3666,0.4761,1501.45,10.75
374,1531904,95.989501,0.2811,0.4462,0.5080,1827.69,10.875
375,1536000,98.217594,0.3923,0.3073,0.4356,1258.51,10.875
376,1540096,97.628433,0.5221,0.4463,0.5276,1827.85,0.0
377,1544192,98.636985,1.0752,0.4155,0.5109,1702.03,8.0
378,1548288,96.272274,0.5799,0.4139,0.5236,1695.32,8.0
379,1552384,93.896310,0.5626,0.4377,0.5128,1792.99,5.5
380,1556480,95.130572,0.5132,0.4806,0.5388,1968.69,5.5
381,1560576,99.345316,1.0443,0.5510,0.5279,2256.88,5.5
382,1564672,98.045959,0.8693,0.3889,0.5374,1593.06,5.25
383,1568768,97.850158,0.2357,0.5034,0.5185,2062.01,8.125
384,1572864,98.231541,0.5963,0.3483,0.4689,1426.79,11.0
385,1576960,94.791247,0.7750,0.4378,0.5015,1793.09,10.875
386,1581056,91.524176,0.6735,0.5046,0.5152,2066.74,5.5
387,1585152,91.335276,0.4023,0.4811,0.5228,1970.46,8.125
388,1589248,91.679197,0.3012,0.5225,0.5195,2140.11,10.875
389,1593344,91.394641,0.6293,0.4629,0.5331,1896.11,8.125
390,1597440,91.183086,0.6703,0.5227,0.5223,2141.16,11.0
391,1601536,91.861514,0.3601,0.4459,0.4962,1826.29,8.25
392,1605632,91.002519,0.4482,0.5144,0.5217,2107.16,8.875
393,1609728,91.931184,0.6441,0.4716,0.5502,1931.66,4.75
394,1613824,92.360523,0.4762,0.4802,0.5255,1967.06,10.875
395,1617920,93.759551,0.5465,0.5366,0.5032,2198.11,5.5
396,1622016,97.072996,0.4773,0.4415,0.4974,1808.49,13.5
397,1626112,98.840788,0.4484,0.5587,0.5215,2288.27,8.25
398,1630208,98.963027,0.6712,0.4298,0.5298,1760.64,5.5
399,1634304,99.367640,0.6214,0.4885,0.5357,2000.73,8.125
400,1638400,94.501050,0.6970,0.5009,0.5440,2051.54,8.125
401,1642496,92.485043,0.4277,0.5028,0.5218,2059.56,5.5
402,1646592,91.791489,0.7179,0.5853,0.5523,2397.26,2.75
403,1650688,92.022549,0.6647,0.5527,0.5297,2263.75,8.125
404,1654784,94.721258,0.5590,0.3891,0.4852,1593.65,11.0
