Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
1,4096,86.854395,-2.1119,0.1100,0.1968,450.75,0.0
2,8192,85.641603,0.3386,0.0346,0.1327,141.80,0.0
3,12288,85.620016,0.1610,0.0646,0.2223,264.62,0.0
4,16384,84.886987,0.4368,0.0278,0.1692,113.80,0.0
5,20480,84.447814,0.2410,0.0355,0.2214,145.60,0.0
6,24576,84.611388,0.0643,0.1539,0.3940,630.40,0.0
7,28672,84.507991,0.3968,0.1038,0.3119,425.12,0.0
8,32768,84.786184,0.5904,0.1432,0.3302,586.65,0.0
9,36864,84.844353,0.9474,0.1131,0.3546,463.33,0.0
10,40960,85.078821,0.3771,0.1327,0.3177,543.52,0.0
11,45056,84.960971,0.1086,0.2121,0.4314,868.65,0.0
12,49152,84.761343,0.7044,0.1752,0.3913,717.73,0.0
13,53248,84.836746,0.8938,0.1834,0.4356,751.33,0.0
14,57344,84.510157,-0.0557,0.2713,0.4642,1111.38,0.0
15,61440,84.599143,1.1428,0.2195,0.4718,899.18,0.0
16,65536,84.513722,0.8027,0.2010,0.4549,823.23,0.0
17,69632,85.313992,0.5631,0.2113,0.4530,865.47,0.0
18,73728,84.762266,0.9383,0.3063,0.5108,1254.57,0.0
19,77824,84.764326,0.9722,0.2971,0.5297,1216.90,0.0
20,81920,84.907545,0.8782,0.3173,0.5254,1299.60,0.0
21,86016,84.642554,1.0680,0.3247,0.5010,1330.08,0.0
22,90112,84.020458,1.2053,0.3188,0.5492,1305.97,0.0
23,94208,84.601497,0.4318,0.3511,0.5063,1438.05,0.0
24,98304,84.537422,1.3133,0.3447,0.5624,1412.03,0.0
25,102400,84.592529,1.2549,0.3616,0.5565,1481.27,0.0
26,106496,84.464762,1.1324,0.2944,0.5285,1206.05,0.0
27,110592,84.092559,0.8682,0.3435,0.5628,1406.80,0.0
28,114688,84.803641,1.2084,0.3754,0.5703,1537.82,0.0
29,118784,84.543723,0.7407,0.3595,0.5583,1472.60,0.0
30,122880,84.657594,1.3665,0.3913,0.5686,1602.82,0.0
31,126976,84.769282,1.3764,0.3877,0.5676,1588.03,0.0
32,131072,84.519798,0.5413,0.3822,0.5654,1565.35,0.0
33,135168,84.715410,1.2973,0.4051,0.5583,1659.40,0.0
34,139264,84.506417,1.2585,0.3268,0.5402,1338.56,2.75
35,143360,84.539918,1.3008,0.3737,0.5335,1530.88,2.75
36,147456,84.538574,0.6906,0.3007,0.5333,1231.68,0.0
37,151552,84.442508,0.5730,0.3288,0.5293,1346.65,0.0
38,155648,84.941097,1.5452,0.2958,0.5261,1211.75,2.75
39,159744,84.883961,0.7797,0.2960,0.5360,1212.43,0.0
40,163840,84.969018,1.3082,0.3164,0.5325,1296.05,0.0
41,167936,85.257040,0.6425,0.3598,0.5646,1473.85,0.0
42,172032,84.866091,0.8706,0.3732,0.5795,1528.67,0.0
43,176128,84.681403,2.2132,0.3294,0.6124,1349.12,0.0
44,180224,85.102105,1.3133,0.3924,0.5721,1607.40,0.0
45,184320,84.730925,0.9713,0.4116,0.5689,1685.94,2.75
46,188416,84.535228,1.1429,0.3483,0.5515,1426.60,0.0
47,192512,84.632407,0.6786,0.3470,0.5547,1421.38,0.0
48,196608,84.345897,0.8592,0.3405,0.5656,1394.82,0.0
49,200704,84.414677,1.2915,0.3286,0.5718,1346.05,0.0
50,204800,84.711975,1.5066,0.3591,0.5474,1470.67,0.0
51,208896,85.299252,1.1932,0.3721,0.5798,1524.01,2.75
52,212992,84.632443,1.1987,0.3611,0.6018,1479.15,0.0
53,217088,84.358044,0.7154,0.4012,0.6062,1643.32,0.0
54,221184,85.019775,0.8792,0.4675,0.5757,1914.92,0.0
55,225280,84.446943,1.1153,0.4246,0.5866,1739.22,0.0
56,229376,84.980607,1.1533,0.3642,0.5926,1491.75,0.0
57,233472,84.473136,1.4099,0.3920,0.5884,1605.53,0.0
58,237568,84.615139,1.0366,0.4185,0.5814,1714.25,0.0
59,241664,84.539667,1.1220,0.4103,0.5879,1680.75,0.0
60,245760,84.797634,1.0555,0.4283,0.5968,1754.42,0.0
61,249856,84.397642,0.8503,0.3958,0.5785,1621.05,0.0
62,253952,84.382063,1.4698,0.4142,0.5711,1696.48,0.0
63,258048,84.612633,1.2667,0.3889,0.5825,1592.75,0.0
64,262144,84.350780,0.7814,0.3845,0.5712,1574.80,0.0
65,266240,84.463232,1.2606,0.3667,0.5716,1501.88,0.0
66,270336,84.453487,1.0056,0.4198,0.5855,1719.60,0.0
67,274432,84.640821,1.3360,0.4376,0.5811,1792.42,0.0
68,278528,84.451192,1.0149,0.4423,0.5877,1811.50,0.0
69,282624,84.517549,1.6602,0.4233,0.5793,1733.70,0.0
70,286720,84.692882,1.3324,0.3751,0.5888,1536.22,0.0
71,290816,83.882699,1.0877,0.4111,0.5871,1683.72,0.0
72,294912,84.461594,0.8219,0.3978,0.6097,1629.28,0.0
73,299008,84.539920,0.9751,0.4553,0.5894,1865.05,0.0
74,303104,84.771495,0.7871,0.4861,0.5688,1991.07,2.625
75,307200,84.702141,0.7677,0.3611,0.5670,1479.26,0.0
76,311296,84.722382,0.3872,0.3980,0.5186,1630.11,4.625
77,315392,85.152147,0.5063,0.2910,0.4933,1191.86,0.75
78,319488,84.940732,1.0868,0.3392,0.5241,1389.52,0.0
79,323584,85.585959,0.6364,0.3024,0.5548,1238.45,0.0
80,327680,84.805826,0.6888,0.4084,0.5613,1673.00,0.0
81,331776,84.395902,1.0445,0.3794,0.5704,1554.05,0.0
82,335872,85.103920,1.2477,0.4172,0.5847,1708.75,0.0
83,339968,84.444493,0.8127,0.4849,0.6108,1986.20,0.0
84,344064,84.679801,0.9441,0.4765,0.5573,1951.71,2.75
85,348160,84.476501,0.9783,0.3950,0.5826,1617.72,0.0
86,352256,84.772243,0.4891,0.4122,0.5735,1688.50,0.0
87,356352,85.211538,0.8369,0.4202,0.5469,1721.05,1.125
88,360448,85.509106,1.1543,0.3833,0.5296,1570.15,1.625
89,364544,84.544791,1.2819,0.3628,0.5509,1486.15,0.0
90,368640,84.846624,1.1803,0.4146,0.5529,1698.22,0.0
91,372736,84.786344,0.9577,0.3764,0.5238,1541.76,2.75
92,376832,84.896432,0.9230,0.2624,0.5256,1074.62,2.75
93,380928,84.726318,1.1151,0.3801,0.5601,1556.78,0.0
94,385024,84.583810,0.4115,0.4123,0.5740,1688.82,0.0
95,389120,84.660158,1.2870,0.3465,0.5505,1419.09,2.75
96,393216,84.426669,1.1132,0.3807,0.5763,1559.38,0.0
97,397312,85.103693,0.8615,0.4547,0.5603,1862.62,2.625
98,401408,84.432993,1.2436,0.3961,0.5546,1622.35,0.0
99,405504,84.157739,0.9733,0.4098,0.5299,1678.49,5.375
100,409600,84.921226,0.9722,0.3804,0.5791,1557.95,0.0
101,413696,84.569548,0.6254,0.4572,0.5453,1872.68,0.0
102,417792,84.402179,0.8118,0.4143,0.5520,1696.97,0.0
103,421888,83.947034,1.4164,0.3978,0.5826,1629.40,0.0
104,425984,84.112077,1.3472,0.3969,0.5486,1625.75,0.0
105,430080,84.904482,1.2999,0.4335,0.5813,1775.72,0.0
106,434176,84.817779,0.6050,0.4130,0.5616,1691.61,2.75
107,438272,84.098075,1.1949,0.4290,0.5554,1757.23,2.625
108,442368,84.181956,0.6017,0.4382,0.5485,1794.67,0.0
109,446464,85.230208,0.9647,0.4179,0.5201,1711.52,0.0
110,450560,84.375950,1.2036,0.3654,0.5623,1496.57,0.0
111,454656,84.607326,0.7891,0.3756,0.5267,1538.36,2.75
112,458752,84.629506,0.8762,0.3342,0.5259,1368.77,2.75
113,462848,84.940780,0.6273,0.4132,0.5699,1692.32,0.0
114,466944,84.908697,0.6512,0.4710,0.5672,1929.15,0.0
115,471040,84.448086,0.6889,0.4026,0.5098,1649.05,5.5
116,475136,84.830347,0.8070,0.3355,0.5294,1374.23,2.75
117,479232,84.790361,0.8924,0.4036,0.4996,1653.34,5.5
118,483328,84.268461,1.1083,0.3469,0.5573,1420.84,0.0
119,487424,84.491688,0.7839,0.4592,0.5734,1880.78,0.0
120,491520,84.746624,1.1569,0.3384,0.5435,1386.21,2.75
121,495616,84.898676,0.5378,0.4380,0.5462,1794.15,2.625
122,499712,84.390601,1.1352,0.4424,0.5789,1812.14,0.0
123,503808,84.481676,1.1520,0.5153,0.5379,2110.55,0.0
124,507904,84.974254,0.7994,0.4090,0.5158,1675.27,5.25
125,512000,84.693491,0.5953,0.3741,0.5312,1532.30,2.625
126,516096,84.833258,0.7479,0.3864,0.5235,1582.83,2.625
127,520192,84.892557,0.7344,0.2777,0.4873,1137.65,2.75
128,524288,84.701350,0.4428,0.2879,0.4844,1179.22,0.0
129,528384,84.548738,0.9847,0.3073,0.5265,1258.90,0.0
130,532480,84.667408,0.9545,0.3799,0.5561,1555.91,2.75
131,536576,84.749880,1.1997,0.4016,0.5591,1644.88,0.0
132,540672,84.499270,0.9393,0.5428,0.5609,2223.38,0.0
133,544768,84.391637,1.1339,0.4586,0.5753,1878.30,2.75
134,548864,84.581512,0.8609,0.4684,0.5354,1918.75,0.0
135,552960,84.486101,0.8949,0.4679,0.5289,1916.64,5.375
136,557056,84.097675,1.0809,0.4795,0.5539,1963.94,0.0
137,561152,84.462874,0.4732,0.4967,0.5571,2034.29,2.75
138,565248,84.145610,1.0359,0.4509,0.5281,1847.04,2.75
139,569344,84.829698,1.2421,0.4704,0.5488,1926.65,0.0
140,573440,84.541765,0.4836,0.4004,0.5247,1640.21,5.5
141,577536,84.599696,0.8813,0.5052,0.5564,2069.20,0.0
142,581632,84.087368,1.4685,0.4380,0.5554,1794.10,2.75
143,585728,84.168308,0.7865,0.4472,0.5631,1831.60,2.75
144,589824,84.968635,0.6682,0.4109,0.5136,1682.95,5.375
145,593920,84.582865,0.9003,0.4258,0.5364,1744.25,2.625
146,598016,84.821571,0.4575,0.4576,0.5244,1874.21,2.75
147,602112,84.407844,0.5483,0.3881,0.5359,1589.47,2.75
148,606208,84.775259,0.9266,0.4952,0.5447,2028.41,2.75
149,610304,84.058183,0.5752,0.4937,0.5224,2022.15,0.0
150,614400,85.078723,1.0057,0.3974,0.5403,1627.89,5.5
151,618496,84.265063,1.0612,0.5499,0.5258,2252.43,2.75
152,622592,84.687146,0.5364,0.4972,0.5118,2036.56,8.0
153,626688,84.374534,0.5657,0.2524,0.4354,1033.99,8.25
154,630784,84.587357,0.7953,0.4595,0.5425,1882.12,2.75
155,634880,84.320491,1.0125,0.4718,0.5318,1932.50,5.5
156,638976,84.634619,1.2496,0.4080,0.5492,1671.30,2.75
157,643072,85.230051,0.5079,0.5172,0.5318,2118.60,2.625
158,647168,84.872041,1.1206,0.3835,0.5573,1570.68,2.75
159,651264,84.635251,1.2320,0.5352,0.5127,2192.14,2.75
160,655360,84.154606,0.8136,0.4443,0.5807,1819.98,2.75
161,659456,84.687604,0.9637,0.4751,0.5157,1945.98,5.5
162,663552,84.994837,0.6851,0.3741,0.5126,1532.15,2.75
163,667648,84.438643,0.6346,0.5085,0.5562,2082.73,0.0
164,671744,84.576776,1.3266,0.5311,0.5522,2175.35,0.0
165,675840,84.512272,0.5226,0.5463,0.5246,2237.45,5.375
166,679936,84.402523,0.9137,0.4229,0.5521,1732.04,2.625
167,684032,84.108537,1.0338,0.4998,0.5338,2047.04,2.75
168,688128,84.639685,0.7302,0.4193,0.5228,1717.45,11.0
169,692224,84.873848,0.9522,0.4883,0.5419,2000.20,2.75
170,696320,84.532989,1.2853,0.4665,0.5331,1910.84,2.75
171,700416,84.345500,0.8185,0.3588,0.5228,1469.46,8.25
172,704512,84.703517,0.4798,0.4584,0.5129,1877.79,5.5
173,708608,84.851897,0.7019,0.4578,0.5361,1875.34,2.75
174,712704,85.097497,1.0734,0.5042,0.5460,2065.05,0.0
175,716800,84.614425,1.0599,0.4904,0.5682,2008.85,2.75
176,720896,84.695300,0.8295,0.4508,0.5520,1846.35,2.75
177,724992,84.843009,0.6088,0.5346,0.5263,2189.82,0.0
178,729088,85.028765,0.8475,0.4349,0.5285,1781.46,5.375
179,733184,84.306588,0.2214,0.4722,0.5416,1934.07,2.75
180,737280,85.327804,1.2783,0.5205,0.5614,2132.14,2.75
181,741376,84.810608,0.9176,0.4876,0.4820,1997.02,6.75
182,745472,85.109120,0.8212,0.3202,0.4626,1311.55,6.75
